date,290001_PHC,290002_PHC,290003_PHC,290004_PHC,290005_PHC,290006_PHC,290007_PHC,290008_PHC,290009_PHC,290010_PHC,290011_PHC,290012_PHC,290013_PHC,290014_PHC,290015_PHC,290016_PHC,290017_PHC,290018_PHC,290019_PHC,290020_PHC,290021_PHC,290022_PHC,290023_PHC,290024_PHC,290025_PHC,290026_PHC,290027_PHC,290028_PHC,290029_PHC,290030_PHC,290031_PHC,290032_PHC,290033_PHC,290034_PHC,Mobility
239,2013.0,358.0,364.0,342.0,448.0,164.0,438.0,904.0,476.0,427.0,1789.0,402.0,461.0,368.0,147.0,863.0,241.0,819.0,155.0,659.0,191.0,576.0,356.0,144.0,278.0,148.0,65.0,59.0,748.0,363.0,368.0,218.0,76.0,234.0,1
240,1481.0,234.0,315.0,217.0,347.0,139.0,483.0,733.0,470.0,260.0,1357.0,357.0,305.0,352.0,129.0,763.0,248.0,585.0,162.0,575.0,227.0,663.0,370.0,143.0,221.0,191.0,77.0,94.0,632.0,368.0,463.0,224.0,92.0,183.0,1
241,1682.0,210.0,254.0,165.0,293.0,140.0,514.0,801.0,403.0,312.0,1418.0,309.0,303.0,332.0,76.0,654.0,152.0,635.0,188.0,658.0,247.0,648.0,394.0,141.0,225.0,164.0,63.0,82.0,655.0,330.0,374.0,304.0,114.0,202.0,1
242,2112.0,239.0,292.0,174.0,267.0,133.0,505.0,832.0,363.0,374.0,1074.0,289.0,308.0,254.0,61.0,654.0,158.0,604.0,160.0,671.0,350.0,626.0,435.0,129.0,200.0,165.0,86.0,78.0,632.0,354.0,365.0,276.0,96.0,178.0,1
243,1789.0,250.0,275.0,216.0,274.0,148.0,398.0,779.0,367.0,317.0,1119.0,328.0,264.0,241.0,80.0,485.0,134.0,482.0,173.0,536.0,211.0,559.0,383.0,141.0,193.0,204.0,61.0,77.0,747.0,288.0,189.0,209.0,74.0,220.0,1
244,1671.0,183.0,219.0,265.0,260.0,119.0,476.0,679.0,357.0,281.0,932.0,268.0,226.0,165.0,55.0,428.0,94.0,422.0,158.0,514.0,83.0,533.0,285.0,123.0,202.0,118.0,65.0,74.0,619.0,321.0,228.0,217.0,69.0,243.0,1
245,859.0,88.0,146.0,140.0,159.0,71.0,325.0,411.0,177.0,144.0,530.0,123.0,132.0,128.0,31.0,256.0,90.0,236.0,85.0,353.0,86.0,318.0,180.0,77.0,102.0,72.0,38.0,57.0,483.0,149.0,183.0,174.0,61.0,107.0,1
246,1450.0,187.0,190.0,172.0,248.0,117.0,417.0,661.0,350.0,244.0,770.0,255.0,207.0,173.0,76.0,328.0,140.0,440.0,96.0,590.0,110.0,490.0,266.0,101.0,139.0,110.0,62.0,29.0,545.0,264.0,218.0,183.0,73.0,136.0,1
247,1472.0,172.0,205.0,169.0,273.0,114.0,439.0,737.0,424.0,229.0,810.0,265.0,223.0,218.0,76.0,365.0,149.0,445.0,98.0,598.0,139.0,413.0,257.0,125.0,121.0,83.0,59.0,63.0,589.0,205.0,252.0,139.0,65.0,175.0,1
248,1393.0,161.0,177.0,183.0,243.0,97.0,434.0,723.0,351.0,271.0,744.0,287.0,222.0,183.0,78.0,498.0,136.0,596.0,115.0,567.0,139.0,483.0,267.0,117.0,112.0,112.0,75.0,66.0,488.0,203.0,175.0,175.0,79.0,185.0,1
249,2080.0,156.0,217.0,171.0,302.0,96.0,454.0,645.0,414.0,240.0,866.0,245.0,178.0,194.0,73.0,526.0,121.0,648.0,162.0,558.0,162.0,577.0,310.0,128.0,114.0,150.0,48.0,54.0,494.0,246.0,188.0,201.0,78.0,177.0,1
250,878.0,109.0,106.0,143.0,202.0,71.0,307.0,391.0,255.0,166.0,451.0,184.0,107.0,121.0,29.0,324.0,100.0,269.0,82.0,404.0,99.0,440.0,173.0,97.0,69.0,71.0,41.0,50.0,220.0,152.0,112.0,145.0,54.0,114.0,1
251,1510.0,146.0,234.0,183.0,316.0,134.0,464.0,657.0,362.0,259.0,809.0,252.0,165.0,177.0,51.0,433.0,97.0,518.0,149.0,639.0,153.0,1013.0,319.0,143.0,112.0,136.0,61.0,80.0,438.0,266.0,250.0,247.0,80.0,221.0,1
252,1797.0,111.0,178.0,156.0,262.0,82.0,444.0,587.0,387.0,231.0,705.0,237.0,239.0,184.0,78.0,458.0,142.0,519.0,177.0,557.0,143.0,1326.0,302.0,176.0,89.0,128.0,47.0,64.0,397.0,310.0,206.0,204.0,48.0,175.0,1
253,1768.0,128.0,83.0,127.0,200.0,68.0,383.0,352.0,253.0,129.0,488.0,202.0,157.0,144.0,56.0,267.0,90.0,272.0,85.0,457.0,89.0,744.0,169.0,86.0,65.0,74.0,30.0,65.0,208.0,210.0,137.0,92.0,30.0,156.0,1
254,2146.0,257.0,228.0,175.0,222.0,137.0,570.0,436.0,441.0,201.0,696.0,301.0,262.0,232.0,113.0,489.0,147.0,631.0,145.0,563.0,168.0,1161.0,346.0,167.0,158.0,147.0,61.0,100.0,490.0,264.0,214.0,189.0,61.0,267.0,1
255,2383.0,188.0,189.0,137.0,295.0,85.0,546.0,445.0,365.0,175.0,678.0,278.0,214.0,198.0,114.0,428.0,137.0,423.0,222.0,606.0,161.0,872.0,306.0,114.0,154.0,120.0,73.0,92.0,430.0,249.0,182.0,173.0,55.0,185.0,1
256,2563.0,261.0,290.0,157.0,363.0,179.0,686.0,593.0,466.0,244.0,854.0,294.0,338.0,267.0,187.0,553.0,160.0,723.0,212.0,733.0,202.0,1054.0,337.0,170.0,157.0,149.0,89.0,113.0,486.0,327.0,298.0,174.0,83.0,292.0,1
257,3164.0,324.0,304.0,184.0,233.0,176.0,614.0,542.0,620.0,303.0,832.0,318.0,407.0,248.0,144.0,525.0,116.0,462.0,162.0,695.0,205.0,1189.0,331.0,164.0,178.0,206.0,99.0,91.0,468.0,293.0,285.0,315.0,69.0,301.0,1
258,4916.0,251.0,327.0,188.0,230.0,212.0,616.0,522.0,540.0,263.0,862.0,348.0,441.0,289.0,115.0,514.0,186.0,618.0,214.0,629.0,220.0,1461.0,325.0,139.0,143.0,193.0,94.0,140.0,507.0,280.0,242.0,208.0,67.0,316.0,1
259,16403.0,358.0,405.0,411.0,348.0,425.0,891.0,857.0,1156.0,511.0,895.0,450.0,431.0,275.0,85.0,519.0,194.0,590.0,150.0,576.0,248.0,874.0,387.0,186.0,257.0,227.0,100.0,141.0,676.0,279.0,228.0,223.0,109.0,257.0,1
260,12082.0,462.0,458.0,604.0,388.0,411.0,1392.0,847.0,1213.0,565.0,723.0,414.0,280.0,438.0,49.0,507.0,219.0,300.0,143.0,417.0,190.0,659.0,389.0,96.0,183.0,261.0,18.0,37.0,677.0,208.0,243.0,192.0,87.0,209.0,1
261,9083.0,584.0,974.0,553.0,348.0,548.0,2076.0,1485.0,1022.0,474.0,564.0,663.0,363.0,1034.0,246.0,321.0,196.0,326.0,156.0,486.0,49.0,1144.0,526.0,134.0,343.0,229.0,25.0,36.0,773.0,445.0,254.0,256.0,148.0,184.0,1
262,12898.0,833.0,1443.0,722.0,684.0,426.0,2999.0,4023.0,1387.0,1366.0,3757.0,2074.0,1656.0,1929.0,475.0,2087.0,1111.0,2176.0,697.0,1996.0,906.0,3591.0,2301.0,541.0,894.0,372.0,256.0,242.0,1910.0,1468.0,1643.0,1028.0,221.0,1089.0,1
263,22607.0,496.0,779.0,525.0,477.0,334.0,2013.0,2369.0,1496.0,848.0,4336.0,1436.0,1878.0,1020.0,343.0,2818.0,1090.0,2633.0,795.0,2091.0,836.0,3122.0,1807.0,1448.0,621.0,394.0,157.0,129.0,1707.0,1461.0,1313.0,1060.0,221.0,1011.0,1
264,24258.0,451.0,1089.0,713.0,521.0,355.0,1869.0,1901.0,1919.0,642.0,3659.0,1450.0,1687.0,1428.0,279.0,2324.0,740.0,2273.0,820.0,1565.0,696.0,2339.0,1437.0,848.0,465.0,489.0,203.0,212.0,1808.0,953.0,1040.0,699.0,130.0,796.0,1
265,17174.0,1151.0,2017.0,950.0,710.0,845.0,2079.0,3856.0,2462.0,1109.0,2882.0,1705.0,1316.0,1885.0,290.0,1565.0,635.0,1397.0,749.0,1385.0,575.0,2052.0,868.0,583.0,756.0,527.0,196.0,179.0,2140.0,1019.0,976.0,852.0,196.0,687.0,1
266,9169.0,1218.0,1895.0,1289.0,980.0,833.0,1682.0,3363.0,1744.0,1133.0,2578.0,1462.0,1088.0,1563.0,409.0,1276.0,623.0,1055.0,927.0,1681.0,528.0,1989.0,1298.0,324.0,729.0,512.0,226.0,160.0,1674.0,1146.0,1007.0,944.0,213.0,645.0,1
267,4792.0,760.0,1396.0,780.0,527.0,437.0,955.0,2377.0,1005.0,725.0,1970.0,792.0,1050.0,770.0,259.0,1143.0,549.0,826.0,802.0,1205.0,382.0,2119.0,975.0,264.0,552.0,189.0,148.0,89.0,1160.0,1075.0,712.0,630.0,160.0,624.0,1
268,2820.0,280.0,644.0,462.0,361.0,209.0,623.0,1363.0,676.0,442.0,1560.0,578.0,661.0,290.0,181.0,864.0,550.0,729.0,855.0,955.0,301.0,1698.0,622.0,149.0,460.0,151.0,95.0,66.0,680.0,645.0,413.0,495.0,108.0,504.0,1
269,2641.0,228.0,343.0,280.0,293.0,200.0,547.0,825.0,499.0,196.0,994.0,512.0,568.0,256.0,98.0,701.0,423.0,846.0,431.0,727.0,289.0,1068.0,440.0,120.0,126.0,123.0,56.0,50.0,458.0,355.0,332.0,391.0,111.0,444.0,1
270,1314.0,91.0,136.0,199.0,220.0,230.0,278.0,271.0,141.0,88.0,560.0,308.0,235.0,95.0,24.0,342.0,182.0,612.0,147.0,642.0,153.0,656.0,275.0,82.0,68.0,47.0,23.0,26.0,274.0,150.0,220.0,129.0,56.0,247.0,1
271,1611.0,258.0,339.0,233.0,351.0,202.0,536.0,812.0,481.0,249.0,983.0,385.0,362.0,239.0,106.0,496.0,419.0,916.0,311.0,916.0,204.0,670.0,334.0,130.0,128.0,103.0,68.0,66.0,460.0,222.0,302.0,164.0,95.0,290.0,1
272,2038.0,221.0,383.0,384.0,378.0,224.0,715.0,1053.0,667.0,254.0,1129.0,478.0,439.0,348.0,101.0,656.0,374.0,1027.0,439.0,1029.0,333.0,798.0,392.0,129.0,132.0,96.0,82.0,82.0,529.0,383.0,409.0,335.0,96.0,337.0,1
273,2040.0,330.0,550.0,504.0,412.0,262.0,904.0,1045.0,708.0,431.0,1510.0,538.0,504.0,479.0,94.0,799.0,447.0,1151.0,527.0,939.0,302.0,850.0,402.0,165.0,216.0,161.0,90.0,123.0,687.0,464.0,473.0,330.0,132.0,480.0,1
274,2029.0,331.0,602.0,520.0,427.0,251.0,1059.0,1132.0,770.0,438.0,1426.0,666.0,584.0,501.0,157.0,900.0,356.0,1081.0,316.0,935.0,321.0,737.0,502.0,154.0,244.0,205.0,109.0,285.0,793.0,566.0,518.0,393.0,103.0,448.0,1
275,1972.0,417.0,635.0,611.0,501.0,273.0,992.0,1151.0,667.0,425.0,1352.0,642.0,574.0,511.0,128.0,797.0,344.0,1201.0,305.0,889.0,283.0,973.0,725.0,209.0,274.0,210.0,162.0,138.0,918.0,548.0,613.0,354.0,109.0,438.0,1
276,1214.0,313.0,572.0,481.0,397.0,203.0,802.0,1000.0,506.0,350.0,978.0,495.0,520.0,400.0,124.0,546.0,195.0,778.0,485.0,605.0,175.0,593.0,492.0,133.0,219.0,136.0,70.0,123.0,679.0,365.0,385.0,250.0,85.0,346.0,1
277,1006.0,279.0,471.0,312.0,346.0,177.0,662.0,830.0,486.0,281.0,820.0,457.0,544.0,331.0,125.0,566.0,154.0,744.0,446.0,632.0,193.0,732.0,538.0,161.0,299.0,141.0,91.0,159.0,619.0,412.0,372.0,224.0,87.0,355.0,1
278,1829.0,458.0,648.0,362.0,472.0,220.0,911.0,1161.0,562.0,438.0,1296.0,723.0,673.0,464.0,155.0,740.0,290.0,1156.0,848.0,791.0,300.0,1135.0,584.0,251.0,329.0,232.0,101.0,175.0,930.0,490.0,483.0,357.0,100.0,436.0,1
279,1372.0,482.0,659.0,311.0,292.0,205.0,874.0,1294.0,575.0,502.0,1435.0,599.0,693.0,638.0,165.0,845.0,245.0,1008.0,294.0,940.0,260.0,1084.0,495.0,215.0,386.0,230.0,149.0,174.0,1043.0,544.0,571.0,432.0,154.0,358.0,1
280,1583.0,449.0,790.0,464.0,408.0,265.0,890.0,1329.0,596.0,426.0,1644.0,782.0,766.0,601.0,176.0,872.0,333.0,1205.0,597.0,1023.0,248.0,1202.0,623.0,274.0,470.0,354.0,194.0,205.0,1345.0,656.0,551.0,380.0,175.0,543.0,1
281,1781.0,511.0,833.0,515.0,329.0,292.0,930.0,1434.0,570.0,441.0,1615.0,674.0,885.0,557.0,170.0,1114.0,259.0,1105.0,310.0,993.0,327.0,1106.0,693.0,247.0,527.0,271.0,167.0,200.0,1262.0,678.0,574.0,409.0,218.0,570.0,1
282,1878.0,454.0,710.0,467.0,351.0,301.0,949.0,1539.0,595.0,456.0,1667.0,670.0,836.0,490.0,159.0,1120.0,382.0,1031.0,420.0,1032.0,334.0,1098.0,538.0,329.0,423.0,338.0,152.0,154.0,1039.0,618.0,590.0,401.0,182.0,520.0,1
283,1800.0,470.0,753.0,425.0,317.0,287.0,875.0,1408.0,604.0,428.0,1899.0,739.0,961.0,513.0,146.0,1084.0,388.0,1023.0,341.0,943.0,384.0,1011.0,553.0,274.0,358.0,340.0,157.0,151.0,1150.0,656.0,568.0,412.0,169.0,573.0,1
284,2457.0,456.0,713.0,423.0,345.0,256.0,930.0,1671.0,754.0,456.0,1986.0,697.0,1000.0,608.0,161.0,1102.0,415.0,1224.0,439.0,880.0,399.0,1075.0,475.0,341.0,367.0,250.0,131.0,207.0,1194.0,602.0,533.0,350.0,190.0,657.0,1
285,1800.0,286.0,338.0,278.0,337.0,195.0,732.0,1213.0,610.0,285.0,1603.0,407.0,826.0,372.0,86.0,752.0,443.0,1136.0,890.0,690.0,283.0,896.0,409.0,263.0,173.0,180.0,121.0,133.0,879.0,501.0,365.0,258.0,125.0,567.0,1
286,1734.0,300.0,334.0,210.0,169.0,101.0,625.0,2191.0,850.0,351.0,1019.0,311.0,638.0,226.0,95.0,771.0,548.0,1369.0,866.0,258.0,389.0,851.0,400.0,515.0,173.0,133.0,67.0,50.0,675.0,368.0,345.0,333.0,31.0,582.0,1
287,4735.0,681.0,1252.0,841.0,409.0,188.0,1193.0,4009.0,1495.0,511.0,1961.0,992.0,979.0,558.0,199.0,2130.0,1337.0,1628.0,1785.0,1959.0,710.0,1567.0,769.0,1438.0,306.0,281.0,133.0,176.0,2387.0,1065.0,599.0,580.0,234.0,1696.0,1
288,7965.0,1170.0,2890.0,1180.0,822.0,387.0,1845.0,5033.0,2546.0,997.0,3312.0,1654.0,1089.0,1357.0,393.0,2384.0,909.0,1487.0,889.0,2908.0,615.0,1707.0,1329.0,1395.0,747.0,498.0,168.0,248.0,3415.0,1398.0,758.0,1011.0,334.0,1711.0,1
289,4686.0,1131.0,1773.0,690.0,854.0,421.0,1889.0,3275.0,2472.0,1053.0,2803.0,1180.0,1050.0,1252.0,420.0,1818.0,902.0,1367.0,463.0,1642.0,465.0,1947.0,870.0,1412.0,713.0,365.0,234.0,304.0,2752.0,1125.0,604.0,686.0,189.0,873.0,1
290,4028.0,1014.0,1246.0,494.0,782.0,341.0,1350.0,2063.0,1602.0,1063.0,2288.0,820.0,956.0,765.0,365.0,1182.0,529.0,966.0,283.0,1105.0,292.0,1988.0,611.0,745.0,543.0,351.0,229.0,241.0,1893.0,777.0,551.0,387.0,164.0,667.0,1
291,3240.0,622.0,729.0,400.0,594.0,260.0,1042.0,1458.0,874.0,689.0,1930.0,663.0,862.0,599.0,281.0,1017.0,403.0,930.0,260.0,871.0,247.0,1346.0,503.0,426.0,325.0,315.0,187.0,108.0,1310.0,561.0,587.0,389.0,123.0,535.0,1
292,2736.0,596.0,662.0,442.0,458.0,268.0,1000.0,1284.0,839.0,572.0,1842.0,687.0,723.0,558.0,211.0,911.0,350.0,786.0,284.0,647.0,305.0,1135.0,580.0,249.0,323.0,293.0,161.0,127.0,1506.0,536.0,608.0,354.0,139.0,440.0,1
293,2711.0,544.0,645.0,426.0,327.0,264.0,899.0,1249.0,709.0,448.0,1629.0,530.0,738.0,465.0,179.0,822.0,332.0,881.0,260.0,641.0,323.0,1056.0,528.0,336.0,280.0,297.0,161.0,130.0,1282.0,495.0,562.0,298.0,186.0,427.0,1
294,2661.0,545.0,644.0,434.0,236.0,223.0,860.0,1220.0,573.0,438.0,1600.0,626.0,641.0,470.0,157.0,814.0,298.0,1038.0,217.0,712.0,276.0,1018.0,415.0,240.0,241.0,242.0,135.0,162.0,1183.0,557.0,552.0,281.0,214.0,438.0,1
295,2567.0,395.0,574.0,372.0,254.0,221.0,839.0,1005.0,521.0,473.0,1611.0,615.0,741.0,485.0,139.0,802.0,309.0,987.0,207.0,732.0,308.0,858.0,456.0,242.0,255.0,280.0,230.0,102.0,1117.0,403.0,468.0,293.0,138.0,412.0,1
296,2262.0,499.0,565.0,360.0,281.0,216.0,763.0,918.0,511.0,327.0,1504.0,512.0,657.0,418.0,149.0,809.0,241.0,970.0,262.0,820.0,217.0,868.0,431.0,211.0,275.0,301.0,201.0,109.0,1047.0,487.0,480.0,218.0,163.0,444.0,1
297,1741.0,348.0,480.0,238.0,257.0,188.0,492.0,711.0,407.0,181.0,1083.0,382.0,408.0,344.0,106.0,555.0,215.0,619.0,156.0,541.0,187.0,478.0,305.0,152.0,191.0,191.0,128.0,68.0,753.0,412.0,354.0,167.0,88.0,281.0,1
298,2274.0,522.0,539.0,356.0,279.0,263.0,723.0,918.0,624.0,348.0,1521.0,505.0,562.0,360.0,169.0,743.0,241.0,809.0,203.0,709.0,238.0,904.0,528.0,175.0,239.0,261.0,197.0,115.0,1029.0,440.0,426.0,256.0,132.0,453.0,1
299,2094.0,453.0,539.0,338.0,319.0,259.0,685.0,797.0,529.0,298.0,1418.0,420.0,627.0,348.0,123.0,675.0,256.0,798.0,188.0,640.0,272.0,704.0,494.0,211.0,236.0,219.0,143.0,107.0,962.0,349.0,447.0,223.0,148.0,344.0,1
300,1996.0,416.0,474.0,344.0,315.0,236.0,638.0,806.0,476.0,257.0,1271.0,491.0,660.0,337.0,90.0,633.0,231.0,823.0,176.0,748.0,241.0,861.0,511.0,234.0,252.0,237.0,177.0,117.0,990.0,359.0,394.0,247.0,130.0,355.0,1
301,1985.0,446.0,478.0,289.0,313.0,227.0,650.0,795.0,483.0,282.0,1277.0,421.0,535.0,309.0,114.0,642.0,231.0,730.0,160.0,606.0,187.0,893.0,480.0,175.0,241.0,268.0,148.0,104.0,884.0,360.0,436.0,214.0,139.0,299.0,1
302,1516.0,342.0,316.0,252.0,233.0,174.0,489.0,548.0,353.0,226.0,916.0,376.0,428.0,230.0,80.0,469.0,184.0,633.0,120.0,512.0,166.0,698.0,332.0,184.0,179.0,208.0,122.0,64.0,633.0,243.0,295.0,140.0,109.0,266.0,1
303,2040.0,431.0,549.0,333.0,302.0,256.0,590.0,783.0,501.0,307.0,1331.0,466.0,553.0,353.0,109.0,667.0,234.0,883.0,144.0,746.0,284.0,956.0,472.0,263.0,267.0,206.0,170.0,94.0,881.0,424.0,401.0,225.0,166.0,389.0,1
304,1685.0,440.0,493.0,286.0,210.0,244.0,696.0,673.0,396.0,256.0,1252.0,441.0,569.0,303.0,123.0,596.0,239.0,792.0,190.0,669.0,217.0,924.0,417.0,263.0,282.0,184.0,174.0,105.0,863.0,339.0,327.0,205.0,144.0,385.0,1
305,1615.0,301.0,342.0,178.0,182.0,178.0,380.0,557.0,263.0,200.0,938.0,250.0,385.0,238.0,64.0,494.0,149.0,558.0,85.0,401.0,162.0,631.0,285.0,141.0,180.0,71.0,71.0,95.0,623.0,241.0,301.0,166.0,78.0,286.0,1
306,2339.0,310.0,476.0,323.0,248.0,190.0,671.0,818.0,407.0,313.0,1029.0,457.0,552.0,274.0,132.0,639.0,221.0,785.0,154.0,623.0,196.0,821.0,405.0,224.0,207.0,157.0,152.0,90.0,869.0,315.0,361.0,183.0,105.0,303.0,1
307,3842.0,279.0,353.0,287.0,343.0,277.0,420.0,546.0,262.0,256.0,692.0,232.0,354.0,228.0,78.0,340.0,153.0,502.0,106.0,440.0,170.0,633.0,309.0,194.0,131.0,110.0,85.0,90.0,567.0,237.0,226.0,146.0,63.0,246.0,1
308,8924.0,800.0,647.0,527.0,908.0,496.0,770.0,1080.0,668.0,406.0,1057.0,432.0,617.0,407.0,101.0,755.0,190.0,865.0,164.0,634.0,219.0,1206.0,523.0,543.0,253.0,230.0,175.0,84.0,1643.0,428.0,495.0,338.0,164.0,327.0,1
309,7020.0,1192.0,1029.0,564.0,877.0,435.0,1039.0,1703.0,956.0,534.0,1317.0,480.0,689.0,689.0,163.0,837.0,188.0,685.0,205.0,842.0,172.0,1573.0,498.0,813.0,342.0,243.0,93.0,92.0,2515.0,575.0,419.0,350.0,173.0,346.0,1
310,3207.0,932.0,1053.0,352.0,473.0,274.0,996.0,2399.0,1100.0,780.0,1498.0,677.0,836.0,695.0,223.0,1388.0,257.0,696.0,183.0,1119.0,303.0,1878.0,654.0,1302.0,276.0,223.0,108.0,70.0,1739.0,484.0,460.0,384.0,112.0,404.0,1
311,2275.0,621.0,714.0,385.0,331.0,210.0,807.0,2451.0,864.0,781.0,1436.0,567.0,786.0,655.0,221.0,1416.0,275.0,817.0,192.0,1037.0,305.0,1734.0,845.0,1059.0,266.0,234.0,88.0,74.0,1196.0,521.0,367.0,378.0,119.0,367.0,1
312,1276.0,347.0,361.0,194.0,188.0,117.0,452.0,1130.0,584.0,403.0,1046.0,444.0,581.0,296.0,84.0,921.0,201.0,508.0,131.0,376.0,191.0,925.0,461.0,616.0,141.0,58.0,41.0,62.0,645.0,276.0,247.0,173.0,54.0,338.0,1
313,1150.0,128.0,178.0,55.0,113.0,115.0,213.0,216.0,262.0,85.0,450.0,157.0,275.0,100.0,15.0,498.0,52.0,79.0,68.0,141.0,72.0,554.0,229.0,283.0,14.0,0.0,18.0,19.0,254.0,112.0,143.0,23.0,53.0,88.0,1
314,1174.0,155.0,191.0,166.0,173.0,89.0,315.0,545.0,264.0,209.0,542.0,228.0,400.0,201.0,42.0,564.0,131.0,432.0,227.0,137.0,140.0,496.0,232.0,271.0,69.0,30.0,20.0,43.0,306.0,151.0,158.0,83.0,31.0,226.0,1
315,1179.0,249.0,233.0,179.0,184.0,121.0,345.0,515.0,322.0,190.0,873.0,264.0,376.0,202.0,82.0,652.0,167.0,600.0,189.0,301.0,178.0,517.0,274.0,241.0,153.0,58.0,61.0,58.0,413.0,251.0,218.0,99.0,69.0,229.0,1
316,1115.0,225.0,242.0,177.0,194.0,149.0,380.0,468.0,275.0,198.0,737.0,241.0,423.0,156.0,73.0,585.0,191.0,534.0,121.0,356.0,223.0,536.0,258.0,206.0,142.0,63.0,74.0,94.0,488.0,276.0,193.0,115.0,75.0,242.0,1
317,1205.0,215.0,214.0,188.0,140.0,133.0,520.0,468.0,340.0,210.0,698.0,204.0,352.0,181.0,74.0,543.0,114.0,447.0,98.0,372.0,177.0,513.0,256.0,177.0,149.0,52.0,62.0,81.0,500.0,246.0,243.0,104.0,58.0,225.0,1
318,1240.0,246.0,203.0,182.0,171.0,109.0,588.0,504.0,333.0,215.0,719.0,292.0,316.0,228.0,58.0,478.0,157.0,484.0,88.0,399.0,183.0,501.0,253.0,182.0,150.0,71.0,44.0,51.0,547.0,260.0,273.0,137.0,58.0,256.0,1
319,1488.0,292.0,283.0,224.0,192.0,114.0,650.0,453.0,359.0,247.0,695.0,280.0,318.0,217.0,66.0,449.0,175.0,556.0,100.0,394.0,234.0,444.0,266.0,136.0,124.0,71.0,90.0,62.0,506.0,239.0,220.0,103.0,76.0,268.0,1
320,1319.0,267.0,282.0,160.0,210.0,131.0,666.0,613.0,402.0,271.0,710.0,351.0,337.0,215.0,75.0,505.0,148.0,549.0,77.0,465.0,196.0,463.0,241.0,163.0,161.0,78.0,98.0,50.0,466.0,216.0,218.0,164.0,90.0,245.0,1
321,926.0,153.0,171.0,85.0,127.0,90.0,353.0,242.0,233.0,134.0,356.0,145.0,241.0,72.0,33.0,215.0,57.0,332.0,29.0,205.0,87.0,224.0,102.0,65.0,76.0,27.0,32.0,26.0,270.0,126.0,105.0,60.0,26.0,158.0,1
322,2258.0,393.0,350.0,298.0,248.0,287.0,910.0,836.0,621.0,393.0,994.0,503.0,583.0,378.0,109.0,553.0,194.0,761.0,125.0,605.0,220.0,541.0,235.0,195.0,220.0,144.0,121.0,85.0,589.0,343.0,217.0,205.0,92.0,289.0,1
323,2254.0,440.0,452.0,325.0,438.0,249.0,958.0,1102.0,735.0,538.0,1303.0,560.0,729.0,491.0,169.0,675.0,259.0,900.0,221.0,867.0,241.0,614.0,241.0,250.0,315.0,151.0,94.0,97.0,703.0,337.0,355.0,217.0,136.0,315.0,1
324,2348.0,521.0,570.0,390.0,540.0,300.0,1184.0,1260.0,818.0,706.0,1839.0,659.0,808.0,691.0,290.0,828.0,204.0,992.0,194.0,979.0,324.0,884.0,304.0,243.0,375.0,154.0,107.0,116.0,827.0,389.0,369.0,214.0,150.0,423.0,1
325,2465.0,592.0,627.0,629.0,511.0,335.0,1014.0,1478.0,825.0,597.0,1932.0,652.0,934.0,572.0,244.0,1017.0,265.0,1015.0,205.0,965.0,296.0,1020.0,344.0,215.0,311.0,148.0,174.0,95.0,1007.0,433.0,430.0,264.0,115.0,448.0,1
326,2736.0,548.0,687.0,585.0,468.0,283.0,901.0,1595.0,778.0,592.0,2003.0,733.0,1063.0,532.0,263.0,901.0,327.0,1106.0,218.0,1012.0,328.0,1339.0,414.0,307.0,376.0,188.0,194.0,184.0,1031.0,461.0,406.0,337.0,178.0,490.0,1
327,1618.0,467.0,547.0,436.0,303.0,250.0,713.0,1038.0,480.0,387.0,1632.0,545.0,787.0,326.0,167.0,660.0,215.0,835.0,192.0,795.0,290.0,872.0,308.0,207.0,298.0,165.0,140.0,127.0,955.0,381.0,444.0,272.0,183.0,430.0,1
328,2943.0,845.0,792.0,644.0,382.0,412.0,964.0,1370.0,555.0,468.0,2166.0,712.0,991.0,474.0,238.0,1022.0,304.0,1298.0,259.0,1286.0,393.0,1521.0,533.0,467.0,447.0,360.0,218.0,166.0,1492.0,626.0,655.0,549.0,238.0,630.0,1
329,2382.0,735.0,653.0,584.0,255.0,348.0,849.0,1236.0,502.0,471.0,1983.0,577.0,958.0,316.0,238.0,954.0,272.0,1203.0,212.0,1175.0,382.0,1236.0,513.0,359.0,452.0,308.0,253.0,163.0,1157.0,556.0,573.0,428.0,200.0,507.0,1
330,2741.0,715.0,739.0,538.0,291.0,369.0,909.0,1324.0,471.0,499.0,1981.0,679.0,1114.0,379.0,208.0,1061.0,300.0,1342.0,260.0,1289.0,330.0,1314.0,621.0,525.0,308.0,378.0,217.0,146.0,1013.0,582.0,505.0,363.0,220.0,529.0,1
331,2129.0,631.0,586.0,380.0,214.0,258.0,793.0,1223.0,446.0,411.0,1382.0,504.0,828.0,350.0,97.0,958.0,225.0,1058.0,185.0,1098.0,268.0,1077.0,514.0,347.0,266.0,246.0,113.0,123.0,879.0,487.0,459.0,271.0,186.0,564.0,1
332,2712.0,788.0,921.0,573.0,311.0,324.0,906.0,1250.0,575.0,470.0,2019.0,701.0,1171.0,534.0,138.0,1249.0,368.0,1258.0,229.0,1354.0,399.0,1362.0,731.0,483.0,333.0,363.0,180.0,178.0,1181.0,585.0,615.0,347.0,243.0,701.0,1
