0 5926 1402 3808 251 740 333 96 124 48 523 1093 179 517 31 170 146 271 54 323 196 230 618 174 1405 183 517 204 5650 662 416 1532 1316 405
5926 0 161 55 0 0 118 11 11 0 73 96 0 70 0 0 0 8 0 16 0 0 0 53 1053 0 296 134 1593 26 0 0 171 4
1402 161 0 3319 668 1117 460 80 118 56 938 3254 96 576 33 96 4 0 0 20 5 0 59 32 48 10 0 26 1373 142 204 0 0 0
3808 55 3319 0 1875 314 574 56 90 25 200 1078 0 870 21 0 0 0 0 0 0 0 0 5 0 0 0 0 1732 0 333 0 0 0
251 0 668 1875 0 2250 1642 21 197 78 86 518 0 1510 0 0 0 0 0 0 0 0 0 0 0 0 0 0 415 0 0 0 0 0
740 0 1117 314 2250 0 473 0 53 10 70 221 0 123 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0
333 118 460 574 1642 473 0 520 1069 1086 2776 954 393 2545 1979 274 236 123 0 23 105 0 0 0 43 0 0 5 239 1 5 0 0 0
96 11 80 56 21 0 520 0 1473 290 0 0 0 117 0 0 0 0 0 0 0 0 0 0 21 0 0 5 0 0 0 0 0 0
124 11 118 90 197 53 1069 1473 0 701 274 108 154 288 409 90 80 53 48 0 53 0 0 0 10 0 0 5 0 0 0 0 0 0
48 0 56 25 78 10 1086 290 701 0 120 140 48 404 142 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
523 73 938 200 86 70 2776 0 274 120 0 2443 1276 390 1258 1022 304 199 55 104 138 0 33 5 16 0 10 6 978 68 424 0 0 383
1093 96 3254 1078 518 221 954 0 108 140 2443 0 140 2525 52 203 13 0 0 1 0 0 10 5 32 0 5 0 1392 56 0 0 0 0
179 0 96 0 0 0 393 0 154 48 1276 140 0 0 409 1215 693 440 53 0 413 0 0 0 0 0 0 0 299 0 58 0 0 364
517 70 576 870 1510 123 2545 117 288 404 390 2525 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 501 0 0 0 0 0
31 0 33 21 0 0 1979 0 409 142 1258 52 409 0 0 296 129 140 48 0 75 0 0 0 0 0 0 0 10 0 0 0 0 0
170 0 96 0 0 0 274 0 90 64 1022 203 1215 0 296 0 1096 129 223 0 165 0 0 0 0 0 0 0 188 0 0 0 0 21
146 0 4 0 0 0 236 0 80 0 304 13 693 0 129 1096 0 448 257 0 573 0 0 0 0 0 0 0 166 0 134 0 0 188
271 8 0 0 0 0 123 0 53 0 199 0 440 0 140 129 448 0 645 390 1073 6 66 5 4 0 4 0 310 162 281 0 10 640
54 0 0 0 0 0 0 0 48 0 55 0 53 0 48 223 257 645 0 0 67 0 0 0 0 0 0 0 61 4 26 0 0 63
323 16 20 0 0 0 23 0 0 0 104 1 0 0 0 0 0 390 0 0 342 0 25 0 35 0 0 0 901 537 167 0 30 656
196 0 5 0 0 0 105 0 53 0 138 0 413 0 75 165 573 1073 67 342 0 6 10 2 0 0 0 0 323 41 150 0 0 395
230 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 6 0 754 3 14 49 0 0 610 236 0 53 63 1
618 0 59 0 0 0 0 0 0 0 33 10 0 0 0 0 0 66 0 25 10 754 0 0 0 142 0 0 2131 2089 0 350 70 29
174 53 32 5 0 0 0 0 0 0 5 5 0 5 0 0 0 5 0 0 2 3 0 0 236 69 98 267 209 0 0 0 222 3
1405 1053 48 0 0 0 43 21 10 0 16 32 0 0 0 0 0 4 0 35 0 14 0 236 0 133 1143 390 551 53 0 0 521 0
183 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 49 142 69 133 0 0 26 504 0 0 335 384 0
517 296 0 0 0 0 0 0 0 0 10 5 0 0 0 0 0 4 0 0 0 0 0 98 1143 0 0 539 402 0 0 0 323 0
204 134 26 0 0 0 5 5 5 0 6 0 0 0 0 0 0 0 0 0 0 0 0 267 390 26 539 0 139 0 0 0 120 0
5650 1593 1373 1732 415 10 239 0 0 0 978 1392 299 501 10 188 166 310 61 901 323 610 2131 209 551 504 402 139 0 2556 789 2674 2620 445
662 26 142 0 0 0 1 0 0 0 68 56 0 0 0 0 0 162 4 537 41 236 2089 0 53 0 0 0 2556 0 155 0 43 75
416 0 204 333 0 0 5 0 0 0 424 0 58 0 0 0 134 281 26 167 150 0 0 0 0 0 0 0 789 155 0 0 0 588
1532 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 53 350 0 0 335 0 0 2674 0 0 0 1341 0
1316 171 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 30 0 63 70 222 521 384 323 120 2620 43 0 1341 0 0
405 4 0 0 0 0 0 0 0 0 383 0 364 0 0 21 188 640 63 656 395 1 29 3 0 0 0 0 445 75 588 0 0 0
